"method","method_family","tuning","beta","tv","fkl","rkl","mean_h_error","q0","expected_code","active_kernels_001","q_effective_kernels","n_kernels","stored_atoms","objective","rmse","logscore","rmse_gap","logscore_gap","kkt_residual","optimizer_status","optimizer_iterations","objective_change","raw_candidates","key_deduped_candidates","near_deduped_candidates","objective_consistent","status","error","scenario","rho","replication_id","mode","p","n_train","n_test","reference_object","reference_support_entropy","reference_support_n95","reference_mode","sampler","n_iter","burn","thin","n_chains","retained_draws","unique_supports","unique_group_states","top_support_mass","effective_support_count","mean_size","accept_rate","group_pip_max_range","group_pip_mean_range","split_rhat_max","split_rhat_median","ess_min","ess_median","group_pip_mcse_max","runtime_sec_reference","diagnostic_status","diagnostic_warning","runtime_sec"
"Top-M support atoms","atom truncation","M=24, beta=0.005",0.005,0.193793492196231,0.461852247187836,0.188295549787577,0,0.0435199178688898,61.2885504215267,25,6.45752996129433,25,24,0.766429752409725,1.26575575013333,-1.66490907761814,-5.59880145578617e-07,0.000150218232009669,0.00677586322698787,"objective_converged_kkt_warning",34,9.17507344544433e-07,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep001_reference_reliable_full_v2.rds",3.14206937633471,270,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,895,158,0.439944444444444,23.1517269572382,5.03694444444444,0.065625,0.102333333333333,0.0179166666666667,1.07150476332337,1.00304941546882,142.131970313808,2754.3665588738,0.0120906276449471,14.68,"pass","",NA
"Top-M support atoms","atom truncation","M=48, beta=0.005",0.005,0.155605021588998,0.398701671909431,0.15063490208427,0,0.0348413547202061,53.7386797906892,49,8.20582657668884,49,48,0.665290226402801,1.26472202082855,-1.6640703990925,-0.0010342891849231,0.000988896757655455,0.00578947398122431,"objective_converged_kkt_warning",33,1.03857108857408e-06,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep001_reference_reliable_full_v2.rds",3.14206937633471,270,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,895,158,0.439944444444444,23.1517269572382,5.03694444444444,0.065625,0.102333333333333,0.0179166666666667,1.07150476332337,1.00304941546882,142.131970313808,2754.3665588738,0.0120906276449471,14.68,"pass","",NA
"Top-M support atoms","atom truncation","M=96, beta=0.005",0.005,0.109267027565184,0.313035744785989,0.105827398533845,0,0.0244015395965755,44.5777235338047,77,10.9513275718134,97,96,0.533530901766664,1.26433959168421,-1.66380937768496,-0.00141671832926438,0.00124991816519615,0.00568560474419422,"objective_converged_kkt_warning",32,8.59824120347241e-07,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep001_reference_reliable_full_v2.rds",3.14206937633471,270,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,895,158,0.439944444444444,23.1517269572382,5.03694444444444,0.065625,0.102333333333333,0.0179166666666667,1.07150476332337,1.00304941546882,142.131970313808,2754.3665588738,0.0120906276449471,14.68,"pass","",NA
"Posterior clustering","posterior clustering","clusters=8, beta=0.005",0.005,0.0619241782017753,0.0108167429444606,0.010205935872444,0,0.61360030876243,14.706894318345,12,4.82609559898937,12,NA,0.0827771767600291,1.26631114398952,-1.66545489454871,0.000554833976048386,-0.000395598698555988,0.015135551150027,"max_iter_reached",120,1.20317134224418e-05,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep001_reference_reliable_full_v2.rds",3.14206937633471,270,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,895,158,0.439944444444444,23.1517269572382,5.03694444444444,0.065625,0.102333333333333,0.0179166666666667,1.07150476332337,1.00304941546882,142.131970313808,2754.3665588738,0.0120906276449471,14.68,"pass","",NA
"Posterior clustering","posterior clustering","clusters=12, beta=0.005",0.005,0.0645261750956859,0.0128381009049903,0.011936757617591,0,0.533430949420836,14.1186658332143,21,7.30036354407111,21,NA,0.0814435059235981,1.26601577863146,-1.66519808830239,0.000259468617985092,-0.000138792452239356,0.0241180276037996,"max_iter_reached",120,1.91499440605203e-05,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep001_reference_reliable_full_v2.rds",3.14206937633471,270,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,895,158,0.439944444444444,23.1517269572382,5.03694444444444,0.065625,0.102333333333333,0.0179166666666667,1.07150476332337,1.00304941546882,142.131970313808,2754.3665588738,0.0120906276449471,14.68,"pass","",NA
"Posterior clustering","posterior clustering","clusters=16, beta=0.005",0.005,0.0655010329384071,0.0131625694586482,0.0122288184217159,0,0.528184307865248,14.1230601507183,26,8.37416778271691,26,NA,0.0816527185087,1.26621022552546,-1.6653528105395,0.000453915511988701,-0.000293514689345686,0.0233725874418853,"max_iter_reached",120,2.29351944401324e-05,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep001_reference_reliable_full_v2.rds",3.14206937633471,270,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,895,158,0.439944444444444,23.1517269572382,5.03694444444444,0.065625,0.102333333333333,0.0179166666666667,1.07150476332337,1.00304941546882,142.131970313808,2754.3665588738,0.0120906276449471,14.68,"pass","",NA
"ASK-PC pooled union","support-kernel compression","beta=0.02",0.02,0.114067160407777,0.0381457822620665,0.0335666474177436,0,0.001,6.47976606768552,9,1.49093464388491,1107,NA,0.167341700414718,1.26871458030652,-1.66729532709796,0.00295827029304219,-0.0022360312478058,0.0527928935637687,"embedded_pruned_feasible_solution",0,0,2305,2296,1107,TRUE,"ok",NA,"ordered_interval",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep001_reference_reliable_full_v2.rds",3.14206937633471,270,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,895,158,0.439944444444444,23.1517269572382,5.03694444444444,0.065625,0.102333333333333,0.0179166666666667,1.07150476332337,1.00304941546882,142.131970313808,2754.3665588738,0.0120906276449471,14.68,"pass","",NA
"ASK-PC pooled-pruned 99%","support-kernel compression","beta=0.02",0.02,0.114067160407777,0.0381457822620665,0.0335666474177436,0,0.001,6.47976606768552,9,1.49093464388491,19,NA,0.167341700414718,1.26871458030652,-1.66729532709796,0.00295827029304219,-0.0022360312478058,0.0108653555147596,"objective_converged_kkt_warning",2,1.01439677380188e-07,2305,2296,1107,TRUE,"ok",NA,"ordered_interval",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep001_reference_reliable_full_v2.rds",3.14206937633471,270,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,895,158,0.439944444444444,23.1517269572382,5.03694444444444,0.065625,0.102333333333333,0.0179166666666667,1.07150476332337,1.00304941546882,142.131970313808,2754.3665588738,0.0120906276449471,14.68,"pass","",NA
"Fixed hard dictionary","fixed region dictionary","beta=0.02",0.02,3.14689680563918e-17,4.41128615117729e-17,-4.41128615117729e-17,0,0.215388011686322,57.5561131250491,20,9.87028566195721,49,NA,2.68414690556657,1.26575631001347,-1.66505929585015,0,-2.22044604925031e-16,0.113812200529004,"max_iter_reached",120,0.000410322116638273,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep001_reference_reliable_full_v2.rds",3.14206937633471,270,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,895,158,0.439944444444444,23.1517269572382,5.03694444444444,0.065625,0.102333333333333,0.0179166666666667,1.07150476332337,1.00304941546882,142.131970313808,2754.3665588738,0.0120906276449471,14.68,"pass","",NA
"Top-M support atoms","atom truncation","M=24, beta=0.02",0.02,0.200343043282679,0.735625020684362,0.218805414593978,0,0.0111941927369843,31.9180812571514,25,6.01382337341243,25,24,1.37219258511249,1.27006390788549,-1.66835903925397,0.00430759787202017,-0.00329974340381733,0.0395397521004125,"objective_converged_kkt_warning",63,2.01086250450899e-06,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep001_reference_reliable_full_v2.rds",3.14206937633471,270,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,895,158,0.439944444444444,23.1517269572382,5.03694444444444,0.065625,0.102333333333333,0.0179166666666667,1.07150476332337,1.00304941546882,142.131970313808,2754.3665588738,0.0120906276449471,14.68,"pass","",NA
"Top-M support atoms","atom truncation","M=48, beta=0.02",0.02,0.159883276099446,0.619081565197275,0.172270886753239,0,0.0088948906248775,30.1163264458046,49,7.61131669609815,49,48,1.21937845793463,1.26859331934906,-1.6672130618284,0.00283700933558895,-0.00215376597824624,0.0458340875021742,"objective_converged_kkt_warning",60,1.96620550574345e-06,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep001_reference_reliable_full_v2.rds",3.14206937633471,270,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,895,158,0.439944444444444,23.1517269572382,5.03694444444444,0.065625,0.102333333333333,0.0179166666666667,1.07150476332337,1.00304941546882,142.131970313808,2754.3665588738,0.0120906276449471,14.68,"pass","",NA
"Top-M support atoms","atom truncation","M=96, beta=0.02",0.02,0.111695374060487,0.468107651635685,0.118930149435047,0,0.00621114531606719,27.9396643740325,73,10.1599531325935,97,96,1.02458248528713,1.26790373148905,-1.66671672911718,0.0021474214755739,-0.00165743326702716,0.0354187958438753,"objective_converged_kkt_warning",57,1.71737680010331e-06,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep001_reference_reliable_full_v2.rds",3.14206937633471,270,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,895,158,0.439944444444444,23.1517269572382,5.03694444444444,0.065625,0.102333333333333,0.0179166666666667,1.07150476332337,1.00304941546882,142.131970313808,2754.3665588738,0.0120906276449471,14.68,"pass","",NA
"Posterior clustering","posterior clustering","clusters=8, beta=0.02",0.02,0.140870058224422,0.0679626843425105,0.0565433678879977,0,0.148484181539566,9.6994132791354,12,8.69868090293906,12,NA,0.259787778531412,1.26761210221759,-1.66641081107819,0.00185579220411602,-0.001351515228043,0.0471212302721969,"max_iter_reached",120,0.000100919613522932,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep001_reference_reliable_full_v2.rds",3.14206937633471,270,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,895,158,0.439944444444444,23.1517269572382,5.03694444444444,0.065625,0.102333333333333,0.0179166666666667,1.07150476332337,1.00304941546882,142.131970313808,2754.3665588738,0.0120906276449471,14.68,"pass","",NA
"Posterior clustering","posterior clustering","clusters=12, beta=0.02",0.02,0.131766733482767,0.0656611845039103,0.0531955031904938,0,0.0810100960450282,9.63081571418377,21,15.6086435065107,21,NA,0.255529673955851,1.26703310469449,-1.66594387020811,0.00127679468101549,-0.000884574357962409,0.052549614829505,"max_iter_reached",120,5.11135245127026e-05,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep001_reference_reliable_full_v2.rds",3.14206937633471,270,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,895,158,0.439944444444444,23.1517269572382,5.03694444444444,0.065625,0.102333333333333,0.0179166666666667,1.07150476332337,1.00304941546882,142.131970313808,2754.3665588738,0.0120906276449471,14.68,"pass","",NA
"Posterior clustering","posterior clustering","clusters=16, beta=0.02",0.02,0.132407398331273,0.0663939580457221,0.0537586987230758,0,0.0809515244894539,9.64675950328902,26,19.3551871954515,26,NA,0.256366187655842,1.26740368790997,-1.66624188152922,0.00164737789649716,-0.00118258567907037,0.0503456185434227,"max_iter_reached",120,5.6762279095901e-05,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep001_reference_reliable_full_v2.rds",3.14206937633471,270,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,895,158,0.439944444444444,23.1517269572382,5.03694444444444,0.065625,0.102333333333333,0.0179166666666667,1.07150476332337,1.00304941546882,142.131970313808,2754.3665588738,0.0120906276449471,14.68,"pass","",NA
"ASK-PC pooled union","support-kernel compression","beta=0.08",0.08,0.116420064901583,0.0395463481800437,0.034778807331008,0,0.001,6.40895364202149,6,1.24566814496862,1107,NA,0.552042967583173,1.2690844460033,-1.66758252519404,0.00332813598982207,-0.00252322934388993,0.0179241905185786,"objective_converged_kkt_warning",1,2.40344102397927e-08,2305,2296,1107,TRUE,"ok",NA,"ordered_interval",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep001_reference_reliable_full_v2.rds",3.14206937633471,270,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,895,158,0.439944444444444,23.1517269572382,5.03694444444444,0.065625,0.102333333333333,0.0179166666666667,1.07150476332337,1.00304941546882,142.131970313808,2754.3665588738,0.0120906276449471,14.68,"pass","",NA
"ASK-PC pooled-pruned 99%","support-kernel compression","beta=0.08",0.08,0.116433679580301,0.0395503648105615,0.0347698527071048,0,0.001,6.40895340630488,3,1.17335567058977,4,NA,0.552106769576774,1.26888801109561,-1.66742293254361,0.00313170108214034,-0.00236363669346096,0.00208829202967392,"objective_converged_kkt_warning",2,1.23554947384363e-08,2305,2296,1107,TRUE,"ok",NA,"ordered_interval",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep001_reference_reliable_full_v2.rds",3.14206937633471,270,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,895,158,0.439944444444444,23.1517269572382,5.03694444444444,0.065625,0.102333333333333,0.0179166666666667,1.07150476332337,1.00304941546882,142.131970313808,2754.3665588738,0.0120906276449471,14.68,"pass","",NA
"Fixed hard dictionary","fixed region dictionary","beta=0.08",0.08,1.66458914794415e-17,-8.4191912700741e-18,8.41919127007411e-18,0,0.053775063537553,19.4800138026283,20,5.52580350260299,49,NA,4.47963709782769,1.26575631001347,-1.66505929585015,0,0,0.471893979224471,"max_iter_reached",120,0.00167737843722104,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep001_reference_reliable_full_v2.rds",3.14206937633471,270,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,895,158,0.439944444444444,23.1517269572382,5.03694444444444,0.065625,0.102333333333333,0.0179166666666667,1.07150476332337,1.00304941546882,142.131970313808,2754.3665588738,0.0120906276449471,14.68,"pass","",NA
"Top-M support atoms","atom truncation","M=24, beta=0.08",0.08,0.235155078025937,1.07770139452468,0.32015934236366,0,0.00281991305152395,23.0091211351035,25,5.80420775668054,25,24,2.91667250220315,1.29499217288001,-1.68666595423973,0.0292358628665357,-0.0216066583895802,0.493077874175867,"max_iter_reached",120,0.000158253931975771,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep001_reference_reliable_full_v2.rds",3.14206937633471,270,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,895,158,0.439944444444444,23.1517269572382,5.03694444444444,0.065625,0.102333333333333,0.0179166666666667,1.07150476332337,1.00304941546882,142.131970313808,2754.3665588738,0.0120906276449471,14.68,"pass","",NA
"Top-M support atoms","atom truncation","M=48, beta=0.08",0.08,0.208561968936817,0.902618467642906,0.263630726499374,0,0.00224169214658102,22.7816539637059,49,6.93066109004275,49,48,2.72321482953534,1.29128071278285,-1.68410887778542,0.0255244027693771,-0.0190495819352712,0.41155275865026,"max_iter_reached",120,0.00013043158463244,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep001_reference_reliable_full_v2.rds",3.14206937633471,270,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,895,158,0.439944444444444,23.1517269572382,5.03694444444444,0.065625,0.102333333333333,0.0179166666666667,1.07150476332337,1.00304941546882,142.131970313808,2754.3665588738,0.0120906276449471,14.68,"pass","",NA
"Top-M support atoms","atom truncation","M=96, beta=0.08",0.08,0.182583818603155,0.679778865246841,0.197143682092229,0,0.00157541401426178,22.4994530523898,65,8.95891259047373,97,96,2.47754246058107,1.28817549948379,-1.68196612778662,0.0224191894703134,-0.0169068319364716,0.994281787618808,"max_iter_reached",120,0.000273607577433665,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep001_reference_reliable_full_v2.rds",3.14206937633471,270,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,895,158,0.439944444444444,23.1517269572382,5.03694444444444,0.065625,0.102333333333333,0.0179166666666667,1.07150476332337,1.00304941546882,142.131970313808,2754.3665588738,0.0120906276449471,14.68,"pass","",NA
"Posterior clustering","posterior clustering","clusters=8, beta=0.08",0.08,0.19532629415704,0.131928430132933,0.101344590460749,0,0.001,6.79826086164329,5,1.25496076559974,12,NA,0.675562194754771,1.26996874554502,-1.66818169435956,0.00421243553154604,-0.00312239850941065,0.190455207499391,"max_iter_reached",120,5.25547808591931e-05,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,1,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep001_reference_reliable_full_v2.rds",3.14206937633471,270,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,895,158,0.439944444444444,23.1517269572382,5.03694444444444,0.065625,0.102333333333333,0.0179166666666667,1.07150476332337,1.00304941546882,142.131970313808,2754.3665588738,0.0120906276449471,14.68,"pass","",NA
