"method","method_family","tuning","beta","tv","fkl","rkl","mean_h_error","q0","expected_code","active_kernels_001","q_effective_kernels","n_kernels","stored_atoms","objective","rmse","logscore","rmse_gap","logscore_gap","kkt_residual","optimizer_status","optimizer_iterations","objective_change","raw_candidates","key_deduped_candidates","near_deduped_candidates","objective_consistent","status","error","scenario","rho","replication_id","mode","p","n_train","n_test","reference_object","reference_support_entropy","reference_support_n95","reference_mode","sampler","n_iter","burn","thin","n_chains","retained_draws","unique_supports","unique_group_states","top_support_mass","effective_support_count","mean_size","accept_rate","group_pip_max_range","group_pip_mean_range","split_rhat_max","split_rhat_median","ess_min","ess_median","group_pip_mcse_max","runtime_sec_reference","diagnostic_status","diagnostic_warning","runtime_sec"
"Top-M support atoms","atom truncation","M=24, beta=0.005",0.005,0.231807467704432,0.518699788318443,0.226486590386757,0,0.0525580339055927,74.1405071664055,25,5.99796732849745,25,24,0.887610903517225,1.31874324174516,-1.74902942688833,0.000828616363468315,-0.00211056588716985,0.00730967293328277,"objective_converged_kkt_warning",34,1.83011312981929e-06,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep003_reference_reliable_full_v2.rds",3.35039857752038,354,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1029,283,0.3765,28.5140964569975,6.19155555555556,0.0532583333333333,0.246666666666667,0.0397666666666667,1.03311927581271,1.00364721115326,179.532176193809,1821.04026008464,0.0290337422084362,20.6999999999998,"pass","",NA
"Top-M support atoms","atom truncation","M=48, beta=0.005",0.005,0.193288130301294,0.459941432635312,0.187530397917061,0,0.0436541106587985,66.3548828502898,49,7.78116736784815,49,48,0.789664140512545,1.31855443857743,-1.74860472711689,0.000639813195744798,-0.00168586611572685,0.00475374737538836,"objective_converged_kkt_warning",34,8.66633814489148e-07,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep003_reference_reliable_full_v2.rds",3.35039857752038,354,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1029,283,0.3765,28.5140964569975,6.19155555555556,0.0532583333333333,0.246666666666667,0.0397666666666667,1.03311927581271,1.00364721115326,179.532176193809,1821.04026008464,0.0290337422084362,20.6999999999998,"pass","",NA
"Top-M support atoms","atom truncation","M=96, beta=0.005",0.005,0.14343849387807,0.376471772169203,0.138602763094967,0,0.0322740293083755,56.4572232952995,93,10.7859991134198,97,96,0.656379639730983,1.31903482024106,-1.74917538329664,0.00112019485936998,-0.0022565222954809,0.00670048966371595,"objective_converged_kkt_warning",32,1.43775806793478e-06,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep003_reference_reliable_full_v2.rds",3.35039857752038,354,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1029,283,0.3765,28.5140964569975,6.19155555555556,0.0532583333333333,0.246666666666667,0.0397666666666667,1.03311927581271,1.00364721115326,179.532176193809,1821.04026008464,0.0290337422084362,20.6999999999998,"pass","",NA
"Posterior clustering","posterior clustering","clusters=8, beta=0.005",0.005,0.0561414070996235,0.0079229268545632,0.00767125499467979,0,0.705776617311244,15.8548995628835,16,3.63810861482667,16,NA,0.085905960733694,1.31786945387337,-1.74698027718263,-4.5171508318953e-05,-6.14161814653791e-05,0.0241344090385222,"max_iter_reached",120,1.36520813300012e-05,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep003_reference_reliable_full_v2.rds",3.35039857752038,354,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1029,283,0.3765,28.5140964569975,6.19155555555556,0.0532583333333333,0.246666666666667,0.0397666666666667,1.03311927581271,1.00364721115326,179.532176193809,1821.04026008464,0.0290337422084362,20.6999999999998,"pass","",NA
"Posterior clustering","posterior clustering","clusters=12, beta=0.005",0.005,0.0580588753959895,0.00935146068412936,0.00887556064126412,0,0.636803750115016,15.5211972509472,22,5.55953867624071,22,NA,0.0852419318059461,1.31760724157474,-1.74666061867609,-0.000307383806950057,0.000258242325078761,0.0173935282787627,"max_iter_reached",120,1.71653491402163e-05,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep003_reference_reliable_full_v2.rds",3.35039857752038,354,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1029,283,0.3765,28.5140964569975,6.19155555555556,0.0532583333333333,0.246666666666667,0.0397666666666667,1.03311927581271,1.00364721115326,179.532176193809,1821.04026008464,0.0290337422084362,20.6999999999998,"pass","",NA
"Posterior clustering","posterior clustering","clusters=16, beta=0.005",0.005,0.0590717110931364,0.00989963160883968,0.00937509063157688,0,0.618332294607376,15.4242500946508,32,6.66187104805584,32,NA,0.0851244816988515,1.31796082946585,-1.74719142230094,4.62040841582301e-05,-0.000272561299777596,0.0210139549534846,"max_iter_reached",120,2.10725988402105e-05,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep003_reference_reliable_full_v2.rds",3.35039857752038,354,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1029,283,0.3765,28.5140964569975,6.19155555555556,0.0532583333333333,0.246666666666667,0.0397666666666667,1.03311927581271,1.00364721115326,179.532176193809,1821.04026008464,0.0290337422084362,20.6999999999998,"pass","",NA
"ASK-PC pooled union","support-kernel compression","beta=0.02",0.02,0.130698015144127,0.0526680442194473,0.045981851839415,0,0.001,6.44362666733956,19,6.55955190202636,1151,NA,0.179659655273232,1.31638501592628,-1.74506889390716,-0.00152960945541158,0.0018499670940062,0.0276711493535554,"embedded_pruned_feasible_solution",0,0,2317,2317,1151,TRUE,"ok",NA,"ordered_interval",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep003_reference_reliable_full_v2.rds",3.35039857752038,354,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1029,283,0.3765,28.5140964569975,6.19155555555556,0.0532583333333333,0.246666666666667,0.0397666666666667,1.03311927581271,1.00364721115326,179.532176193809,1821.04026008464,0.0290337422084362,20.6999999999998,"pass","",NA
"ASK-PC pooled-pruned 99%","support-kernel compression","beta=0.02",0.02,0.130698015144127,0.0526680442194473,0.045981851839415,0,0.001,6.44362666733956,19,6.55955190202636,94,NA,0.179659655273232,1.31638501592628,-1.74506889390716,-0.00152960945541158,0.0018499670940062,0.0160961413404423,"max_iter_reached",140,1.21150988144358e-06,2317,2317,1151,TRUE,"ok",NA,"ordered_interval",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep003_reference_reliable_full_v2.rds",3.35039857752038,354,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1029,283,0.3765,28.5140964569975,6.19155555555556,0.0532583333333333,0.246666666666667,0.0397666666666667,1.03311927581271,1.00364721115326,179.532176193809,1821.04026008464,0.0290337422084362,20.6999999999998,"pass","",NA
"Fixed hard dictionary","fixed region dictionary","beta=0.02",0.02,8.37546178245052e-18,-2.47888129776028e-17,2.47888129776028e-17,0,0.215352550803155,57.515955325437,20,9.48813050741314,49,NA,2.68354788754546,1.31791462538169,-1.74691886100116,0,0,0.170718300793506,"max_iter_reached",120,0.000389904178677902,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep003_reference_reliable_full_v2.rds",3.35039857752038,354,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1029,283,0.3765,28.5140964569975,6.19155555555556,0.0532583333333333,0.246666666666667,0.0397666666666667,1.03311927581271,1.00364721115326,179.532176193809,1821.04026008464,0.0290337422084362,20.6999999999998,"pass","",NA
"Top-M support atoms","atom truncation","M=24, beta=0.02",0.02,0.241351456324464,0.845151624666797,0.264981484026327,0,0.0135499060308032,39.100593823567,25,5.3621391594806,25,24,1.62548413814575,1.31744135104308,-1.74709107119759,-0.000473274338603558,-0.000172210196427436,0.0137307357061597,"objective_converged_kkt_warning",55,2.11118734005922e-06,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep003_reference_reliable_full_v2.rds",3.35039857752038,354,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1029,283,0.3765,28.5140964569975,6.19155555555556,0.0532583333333333,0.246666666666667,0.0397666666666667,1.03311927581271,1.00364721115326,179.532176193809,1821.04026008464,0.0290337422084362,20.6999999999998,"pass","",NA
"Top-M support atoms","atom truncation","M=48, beta=0.02",0.02,0.199843537219628,0.731251551662065,0.21544779323386,0,0.0112194420139332,37.2028921195041,49,7.02258084512735,49,48,1.47336026325992,1.31733873880051,-1.74679205927502,-0.000575886581179352,0.000126801726143544,0.0243473437321994,"objective_converged_kkt_warning",63,2.3811804756857e-06,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep003_reference_reliable_full_v2.rds",3.35039857752038,354,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1029,283,0.3765,28.5140964569975,6.19155555555556,0.0532583333333333,0.246666666666667,0.0397666666666667,1.03311927581271,1.00364721115326,179.532176193809,1821.04026008464,0.0290337422084362,20.6999999999998,"pass","",NA
"Top-M support atoms","atom truncation","M=96, beta=0.02",0.02,0.147191594327821,0.577656775409492,0.155622604676552,0,0.00824694466449958,34.8215682439258,93,9.74868300867618,97,96,1.27181100808816,1.31788295488141,-1.74745494232311,-3.16705002745277e-05,-0.000536081321943493,0.0278207299207385,"objective_converged_kkt_warning",57,2.19164342607492e-06,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep003_reference_reliable_full_v2.rds",3.35039857752038,354,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1029,283,0.3765,28.5140964569975,6.19155555555556,0.0532583333333333,0.246666666666667,0.0397666666666667,1.03311927581271,1.00364721115326,179.532176193809,1821.04026008464,0.0290337422084362,20.6999999999998,"pass","",NA
"Posterior clustering","posterior clustering","clusters=8, beta=0.02",0.02,0.142852432049917,0.0605011966012597,0.0542062808205958,1.11022302462516e-16,0.284986412292419,11.3659744900138,16,6.83575714612913,16,NA,0.285898519162648,1.31623104582083,-1.74475082961592,-0.00168357956085807,0.00216803138524058,0.0591709542116261,"max_iter_reached",120,4.68663377081735e-05,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep003_reference_reliable_full_v2.rds",3.35039857752038,354,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1029,283,0.3765,28.5140964569975,6.19155555555556,0.0532583333333333,0.246666666666667,0.0397666666666667,1.03311927581271,1.00364721115326,179.532176193809,1821.04026008464,0.0290337422084362,20.6999999999998,"pass","",NA
"Posterior clustering","posterior clustering","clusters=12, beta=0.02",0.02,0.132020415687186,0.0571700146015172,0.049017692947526,0,0.226655210090582,11.5584661952044,22,13.9370679698942,22,NA,0.285704786454541,1.31644939806659,-1.74517727535416,-0.00146522731510212,0.00174158564700777,0.0533162371880611,"max_iter_reached",120,6.12092798850661e-05,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep003_reference_reliable_full_v2.rds",3.35039857752038,354,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1029,283,0.3765,28.5140964569975,6.19155555555556,0.0532583333333333,0.246666666666667,0.0397666666666667,1.03311927581271,1.00364721115326,179.532176193809,1821.04026008464,0.0290337422084362,20.6999999999998,"pass","",NA
"Posterior clustering","posterior clustering","clusters=16, beta=0.02",0.02,0.13127869904285,0.0575781738890133,0.0492052065335954,0,0.205639414756689,11.4829345740288,32,17.4985481102255,32,NA,0.284374747457231,1.31691892612186,-1.74586333395204,-0.000995699259830118,0.00105552704912792,0.051506415013744,"max_iter_reached",120,7.74082731122006e-05,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep003_reference_reliable_full_v2.rds",3.35039857752038,354,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1029,283,0.3765,28.5140964569975,6.19155555555556,0.0532583333333333,0.246666666666667,0.0397666666666667,1.03311927581271,1.00364721115326,179.532176193809,1821.04026008464,0.0290337422084362,20.6999999999998,"pass","",NA
"ASK-PC pooled union","support-kernel compression","beta=0.08",0.08,0.130907875324022,0.0526482819252251,0.0459394462020664,0,0.001,6.40895340630488,14,4.3424471401964,1151,NA,0.563896116383222,1.31645477673795,-1.74517451214646,-0.00145984864374027,0.00174434885470243,0.014860426547089,"embedded_pruned_feasible_solution",0,0,2317,2317,1151,TRUE,"ok",NA,"ordered_interval",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep003_reference_reliable_full_v2.rds",3.35039857752038,354,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1029,283,0.3765,28.5140964569975,6.19155555555556,0.0532583333333333,0.246666666666667,0.0397666666666667,1.03311927581271,1.00364721115326,179.532176193809,1821.04026008464,0.0290337422084362,20.6999999999998,"pass","",NA
"ASK-PC pooled-pruned 99%","support-kernel compression","beta=0.08",0.08,0.130907875324022,0.0526482819252251,0.0459394462020664,0,0.001,6.40895340630488,14,4.3424471401964,44,NA,0.563896116383222,1.31645477673795,-1.74517451214646,-0.00145984864374027,0.00174434885470243,0.00725608426434765,"objective_converged_kkt_warning",2,8.68297223011183e-08,2317,2317,1151,TRUE,"ok",NA,"ordered_interval",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep003_reference_reliable_full_v2.rds",3.35039857752038,354,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1029,283,0.3765,28.5140964569975,6.19155555555556,0.0532583333333333,0.246666666666667,0.0397666666666667,1.03311927581271,1.00364721115326,179.532176193809,1821.04026008464,0.0290337422084362,20.6999999999998,"pass","",NA
"Fixed hard dictionary","fixed region dictionary","beta=0.08",0.08,1.0842021724855e-18,-1.78869265078497e-19,1.78869265078498e-19,0,0.0537755570880445,19.4620684930871,20,5.38716685425091,49,NA,4.47821770410195,1.31791462538169,-1.74691886100116,0,0,0.707827210863532,"max_iter_reached",120,0.00161867354948253,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep003_reference_reliable_full_v2.rds",3.35039857752038,354,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1029,283,0.3765,28.5140964569975,6.19155555555556,0.0532583333333333,0.246666666666667,0.0397666666666667,1.03311927581271,1.00364721115326,179.532176193809,1821.04026008464,0.0290337422084362,20.6999999999998,"pass","",NA
"Top-M support atoms","atom truncation","M=24, beta=0.08",0.08,0.259196752557736,1.21583715911914,0.311897169790797,0,0.00327515916293413,29.3609289952278,25,4.73606877360139,25,24,3.56315627131844,1.31257381676193,-1.73985168412823,-0.00534080861975417,0.00706717687293401,3.29248590567962,"max_iter_reached",120,2.47813110543227e-05,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep003_reference_reliable_full_v2.rds",3.35039857752038,354,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1029,283,0.3765,28.5140964569975,6.19155555555556,0.0532583333333333,0.246666666666667,0.0397666666666667,1.03311927581271,1.00364721115326,179.532176193809,1821.04026008464,0.0290337422084362,20.6999999999998,"pass","",NA
"Top-M support atoms","atom truncation","M=48, beta=0.08",0.08,0.227554062542765,1.03635986494688,0.259116747040981,0,0.00281814349434545,29.1019606610782,49,5.93627143099586,49,48,3.36273563660207,1.3126344292172,-1.7398438388952,-0.00528019616448683,0.00707502210596012,0.271498350291889,"max_iter_reached",120,3.07201509661681e-05,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep003_reference_reliable_full_v2.rds",3.35039857752038,354,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1029,283,0.3765,28.5140964569975,6.19155555555556,0.0532583333333333,0.246666666666667,0.0397666666666667,1.03311927581271,1.00364721115326,179.532176193809,1821.04026008464,0.0290337422084362,20.6999999999998,"pass","",NA
"Top-M support atoms","atom truncation","M=96, beta=0.08",0.08,0.184667095357753,0.807737531647457,0.191683424799169,0,0.00207064557546051,28.7225239601418,74,8.03255385701818,97,96,3.10345594594193,1.31351346302388,-1.7410048017016,-0.00440116235780752,0.00591405929956856,0.29719261991924,"max_iter_reached",120,8.43701266681762e-05,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep003_reference_reliable_full_v2.rds",3.35039857752038,354,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1029,283,0.3765,28.5140964569975,6.19155555555556,0.0532583333333333,0.246666666666667,0.0397666666666667,1.03311927581271,1.00364721115326,179.532176193809,1821.04026008464,0.0290337422084362,20.6999999999998,"pass","",NA
"Posterior clustering","posterior clustering","clusters=8, beta=0.08",0.08,0.209488481279078,0.188114375426678,0.155679338983169,0,0.001,7.52240912179457,9,2.58624229938188,16,NA,0.788956899197706,1.31066724741491,-1.73677509067167,-0.00724737796677433,0.0101437703294975,0.2725039538743,"max_iter_reached",120,1.5059230070058e-05,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep003_reference_reliable_full_v2.rds",3.35039857752038,354,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1029,283,0.3765,28.5140964569975,6.19155555555556,0.0532583333333333,0.246666666666667,0.0397666666666667,1.03311927581271,1.00364721115326,179.532176193809,1821.04026008464,0.0290337422084362,20.6999999999998,"pass","",NA
"Posterior clustering","posterior clustering","clusters=12, beta=0.08",0.08,0.206952765623406,0.189553676183447,0.154533713843878,0,0.001,7.54799604845731,12,2.85186238306268,22,NA,0.792345387811439,1.31069984397785,-1.73684869462807,-0.00721478140384169,0.0100701663730935,0.308695299873153,"max_iter_reached",120,3.05395847591816e-05,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep003_reference_reliable_full_v2.rds",3.35039857752038,354,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1029,283,0.3765,28.5140964569975,6.19155555555556,0.0532583333333333,0.246666666666667,0.0397666666666667,1.03311927581271,1.00364721115326,179.532176193809,1821.04026008464,0.0290337422084362,20.6999999999998,"pass","",NA
"Posterior clustering","posterior clustering","clusters=16, beta=0.08",0.08,0.200642980224764,0.175017760380085,0.143493401787451,0,0.001,7.60937860652536,15,2.88960631355309,32,NA,0.782706928632963,1.31118191467917,-1.73757145250781,-0.00673271070251902,0.00934740849334981,0.221172481318375,"max_iter_reached",120,5.38131887899418e-05,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep003_reference_reliable_full_v2.rds",3.35039857752038,354,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1029,283,0.3765,28.5140964569975,6.19155555555556,0.0532583333333333,0.246666666666667,0.0397666666666667,1.03311927581271,1.00364721115326,179.532176193809,1821.04026008464,0.0290337422084362,20.6999999999998,"pass","",NA
"Dilution-prior BMA","redundancy-aware prior","power=0.25 over visited supports",NA,0.113954567867204,0.177314886926776,0.0833353530217925,0,NA,153,NA,NA,NA,153,NA,1.31572926477766,-1.7440487586441,-0.00218536060403229,0.00287010235706586,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep003_reference_reliable_full_v2.rds",3.35039857752038,354,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1029,283,0.3765,28.5140964569975,6.19155555555556,0.0532583333333333,0.246666666666667,0.0397666666666667,1.03311927581271,1.00364721115326,179.532176193809,1821.04026008464,0.0290337422084362,20.6999999999998,"pass","",NA
"Dilution-prior BMA","redundancy-aware prior","power=0.5 over visited supports",NA,0.116418016917858,0.180685953555472,0.084786830442795,0,NA,152,NA,NA,NA,152,NA,1.31546177568331,-1.74365772017088,-0.00245284969837689,0.00326114083028672,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep003_reference_reliable_full_v2.rds",3.35039857752038,354,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1029,283,0.3765,28.5140964569975,6.19155555555556,0.0532583333333333,0.246666666666667,0.0397666666666667,1.03311927581271,1.00364721115326,179.532176193809,1821.04026008464,0.0290337422084362,20.6999999999998,"pass","",NA
"Dilution-prior BMA","redundancy-aware prior","power=1 over visited supports",NA,0.12128678429423,0.188021564248878,0.088202322176555,0,NA,150,NA,NA,NA,150,NA,1.31493123424209,-1.74288453630831,-0.002983391139602,0.00403432469285137,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.7,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p70_rep003_reference_reliable_full_v2.rds",3.35039857752038,354,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1029,283,0.3765,28.5140964569975,6.19155555555556,0.0532583333333333,0.246666666666667,0.0397666666666667,1.03311927581271,1.00364721115326,179.532176193809,1821.04026008464,0.0290337422084362,20.6999999999998,"pass","",NA
"ASK-PC pooled union","support-kernel compression","beta=0.005",0.005,0.0590354582360825,0.0100903705273545,0.00995650259354916,0,0.604275029964084,14.5861767861902,59,9.68375804643373,1498,NA,0.0807508044044397,1.91427580355941,-2.06629894793228,0.00407286044912625,-0.00205602257891657,0.0142578450409443,"embedded_pruned_feasible_solution",0,0,2330,2315,1498,TRUE,"ok",NA,"weak_signal",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_weak_signal_rho0p90_rep003_reference_reliable_full_v2.rds",7.64572321884851,4965,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,5865,386,0.0157777777777778,2091.68077190319,4.47738888888889,0.183808333333333,0.182666666666667,0.038,1.04581419394967,1.00272316129919,185.259720852337,1964.26330626452,0.0257687885766463,33.6599999999999,"pass","",NA
"ASK-PC pooled-pruned 99%","support-kernel compression","beta=0.005",0.005,0.0590354582360825,0.0100903705273545,0.00995650259354916,0,0.604275029964084,14.5861767861902,59,9.68375804643373,360,NA,0.0807508044044397,1.91427580355941,-2.06629894793228,0.00407286044912625,-0.00205602257891657,0.00722023046352804,"objective_converged_kkt_warning",1,8.15866750825123e-08,2330,2315,1498,TRUE,"ok",NA,"weak_signal",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_weak_signal_rho0p90_rep003_reference_reliable_full_v2.rds",7.64572321884851,4965,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,5865,386,0.0157777777777778,2091.68077190319,4.47738888888889,0.183808333333333,0.182666666666667,0.038,1.04581419394967,1.00272316129919,185.259720852337,1964.26330626452,0.0257687885766463,33.6599999999999,"pass","",NA
"Fixed hard dictionary","fixed region dictionary","beta=0.005",0.005,0.232061731524987,0.248759314811636,0.169820083324206,0,0.196972812225196,63.0929780038094,29,8.71869673348658,49,NA,0.562058735061117,1.91779099645675,-2.06840574127397,0.00758805334646051,-0.00416281592060175,0.115025759446114,"max_iter_reached",120,3.77416994399304e-05,NA,NA,NA,NA,"ok",NA,"weak_signal",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_weak_signal_rho0p90_rep003_reference_reliable_full_v2.rds",7.64572321884851,4965,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,5865,386,0.0157777777777778,2091.68077190319,4.47738888888889,0.183808333333333,0.182666666666667,0.038,1.04581419394967,1.00272316129919,185.259720852337,1964.26330626452,0.0257687885766463,33.6599999999999,"pass","",NA
"Top-M support atoms","atom truncation","M=24, beta=0.005",0.005,0.685636243945572,1.16927922994012,1.1369159944256,1.11022302462516e-16,0.177620284465903,176.016198532241,25,20.3498994344464,25,24,2.04634714663126,1.93678327927876,-2.08027138583977,0.0265803361684738,-0.0160284604863983,0.00872643020440071,"objective_converged_kkt_warning",52,2.78325762392839e-06,NA,NA,NA,NA,"ok",NA,"weak_signal",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_weak_signal_rho0p90_rep003_reference_reliable_full_v2.rds",7.64572321884851,4965,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,5865,386,0.0157777777777778,2091.68077190319,4.47738888888889,0.183808333333333,0.182666666666667,0.038,1.04581419394967,1.00272316129919,185.259720852337,1964.26330626452,0.0257687885766463,33.6599999999999,"pass","",NA
"Top-M support atoms","atom truncation","M=48, beta=0.005",0.005,0.640337014356091,1.08366079382028,0.924821388558935,1.11022302462516e-16,0.16113054887849,161.119562785774,49,35.5145892393289,49,48,1.88568866417262,1.93974062017325,-2.08145848722474,0.0295376770629678,-0.0172155618713732,0.00727295006650178,"objective_converged_kkt_warning",47,2.59863271945271e-06,NA,NA,NA,NA,"ok",NA,"weak_signal",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_weak_signal_rho0p90_rep003_reference_reliable_full_v2.rds",7.64572321884851,4965,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,5865,386,0.0157777777777778,2091.68077190319,4.47738888888889,0.183808333333333,0.182666666666667,0.038,1.04581419394967,1.00272316129919,185.259720852337,1964.26330626452,0.0257687885766463,33.6599999999999,"pass","",NA
"Top-M support atoms","atom truncation","M=96, beta=0.005",0.005,0.582722177521971,0.99226880598275,0.747843923063777,0,0.142495160611886,144.901680758999,97,61.6476517005697,97,96,1.71265577463969,1.93215575545296,-2.07666116970789,0.0219528123426755,-0.0124182443545173,0.00932695749801232,"objective_converged_kkt_warning",55,2.69781023432003e-06,NA,NA,NA,NA,"ok",NA,"weak_signal",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_weak_signal_rho0p90_rep003_reference_reliable_full_v2.rds",7.64572321884851,4965,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,5865,386,0.0157777777777778,2091.68077190319,4.47738888888889,0.183808333333333,0.182666666666667,0.038,1.04581419394967,1.00272316129919,185.259720852337,1964.26330626452,0.0257687885766463,33.6599999999999,"pass","",NA
