"scenario","rho","replication_id","method","method_family","tuning","beta","tau","epsilon0","qmax","q0_constraint_active","stage","tv","fkl","rkl","mean_h_error","q0","cexp","clist","klist","keff","active_nonfallback","n_kernels","objective","kkt_residual","optimizer_status","optimizer_iterations","objective_change","min_alpha_empirical","floor_q_mass","floor_active_q_mass","delta_a","active_floored_kernels","max_active_reciprocal_uncertainty","final_mass_mode","runtime_sec"
"graph_community",0.9,3,"Pooled union","support-kernel compression","beta=0.02, qmax=0.05",0.02,0.001,0.001,0.05,FALSE,"pre-prune",0.152283625512215,0.074730079488137,0.0631855512254787,3.06421554796543e-14,0.00655560680720505,8.68607737679451,107.905304592341,13,7.28279760250275,13,310,0.246302381492721,0.171334234140461,"objective_converged_kkt_warning",80,0.0189407866076777,0.00433045853564101,0,0,0,0,36271226245868.5,"unfloored empirical",13.59
"graph_community",0.9,3,"Pooled-pruned","support-kernel compression","beta=0.02, qmax=0.05",0.02,0.001,0.001,0.05,FALSE,"post-prune",0.152082155251873,0.0745095901000999,0.0630008484156174,3.07531777821168e-14,0.00661482918976094,8.69250526094847,90.2395143562833,11,7.15778533934288,11,12,0.246272368520912,0.00444399442638443,"objective_converged_kkt_warning",1,2.1116801279808e-08,0.00477798981143597,0,0,0,0,35154488769241,"unfloored empirical",13.59
"graph_community",0.9,3,"Pooled union","support-kernel compression","beta=0.02, qmax=0.10",0.02,0.001,0.001,0.1,FALSE,"pre-prune",0.15163881845488,0.0728678256192083,0.0620232795642419,2.94209101525666e-14,0.016547197951271,8.78644025728813,122.778605444454,15,7.62361847730665,15,310,0.246304352595942,0.339034286827897,"objective_converged_kkt_warning",80,0.0188648046243745,0.00433045853564101,0,0,0,0,36271226245868.5,"unfloored empirical",15.33
"graph_community",0.9,3,"Pooled-pruned","support-kernel compression","beta=0.02, qmax=0.10",0.02,0.001,0.001,0.1,FALSE,"post-prune",0.151249256060887,0.0725639368480167,0.0617756825192498,2.99760216648792e-14,0.0166182417739954,8.79166699314869,122.778605444454,15,7.52094800400586,15,16,0.246174860396359,0.00665268591108037,"objective_converged_kkt_warning",1,4.75361354679293e-06,0.00477798981143597,0,0,0,0,36271226245868.5,"unfloored empirical",15.33
"graph_community",0.9,3,"Pooled union","support-kernel compression","beta=0.02, qmax=0.25",0.02,0.001,0.001,0.25,FALSE,"pre-prune",0.151267108915575,0.0738919585803196,0.0626739808731046,2.91988655476416e-14,0.0107494836527413,8.72279056011754,138.462836512782,17,7.94029526104073,17,310,0.246038861358368,0.159265088363113,"objective_converged_kkt_warning",80,0.0192223826604273,0.00433045853564101,0,0,0,0,36271226245868.5,"unfloored empirical",15.18
"graph_community",0.9,3,"Pooled-pruned","support-kernel compression","beta=0.02, qmax=0.25",0.02,0.001,0.001,0.25,FALSE,"post-prune",0.150990525451713,0.0736776740063568,0.062498874187208,2.97539770599542e-14,0.0108737469106236,8.72885283167309,114.292283916704,14,7.80431107497612,14,15,0.246005938724617,0.00613361146401226,"objective_converged_kkt_warning",1,2.62744481657751e-06,0.00477798981143597,0,0,0,0,35154488769241,"unfloored empirical",15.18
"graph_community",0.9,3,"Pooled union","support-kernel compression","beta=0.02, qmax=0.50",0.02,0.001,0.001,0.5,FALSE,"pre-prune",0.151267108915575,0.0738919585803196,0.0626739808731046,2.91988655476416e-14,0.0107494836527413,8.72279056011754,138.462836512782,17,7.94029526104073,17,310,0.246038861358368,0.159265088363113,"objective_converged_kkt_warning",80,0.0192223826604273,0.00433045853564101,0,0,0,0,36271226245868.5,"unfloored empirical",15.02
"graph_community",0.9,3,"Pooled-pruned","support-kernel compression","beta=0.02, qmax=0.50",0.02,0.001,0.001,0.5,FALSE,"post-prune",0.150990525451713,0.0736776740063568,0.062498874187208,2.97539770599542e-14,0.0108737469106236,8.72885283167309,114.292283916704,14,7.80431107497612,14,15,0.246005938724617,0.00613361146401226,"objective_converged_kkt_warning",1,2.62744481657751e-06,0.00477798981143597,0,0,0,0,35154488769241,"unfloored empirical",15.02
"multi_representative",0.7,1,"Pooled union","support-kernel compression","beta=0.02, qmax=0.05",0.02,0.001,0.001,0.05,FALSE,"pre-prune",0.132560118299309,0.0611225028954624,0.051566136619925,2.19824158875781e-14,0.001,9.48770828675374,66.3257721689903,7,6.34851119724289,7,263,0.248974609120856,0.028194968687247,"objective_converged_kkt_warning",80,0.0150412177444101,0.00128014824612136,0,0,0,0,37251905131571.2,"unfloored empirical",7.70000000000005
"multi_representative",0.7,1,"Pooled-pruned","support-kernel compression","beta=0.02, qmax=0.05",0.02,0.001,0.001,0.05,FALSE,"post-prune",0.13255900057593,0.0611215391841425,0.0515651833061106,2.18713935851156e-14,0.00100000009990001,9.48773897925905,66.3257721689903,7,6.34763005595165,7,8,0.248974881408955,4.90678687621315e-05,"converged",1,1.07531206161582e-11,0.0013796467114641,0,0,0,0,37251905131571.2,"unfloored empirical",7.70000000000005
